# dual multiplier for the CMS Extremal Problem 2 constant C_+(A)
# m = 1 on [0,1], the cells below on [1,T], 0 past T; m even.
# C_+(A) <= sup_x |mcheck(x)|,  mcheck(x) = int e^{2 pi i x t} m(t) dt
# 300 geometric cells (p=2.2) on [1,7]; float sup on a 1e-4 grid (not a proof): 1.115449011
# certified in ARB: C_+(28.5) <= 1.1155   (certificates/cplus_dual_cert.py)
A = 28.5
T = 7
cell 177627/131072 1430959/1048576 -42407/262144
cell 1430959/1048576 720523/524288 -305949/262144
cell 720523/524288 1451275/1048576 1
cell 1451275/1048576 1461649/1048576 225061/1048576
cell 1461649/1048576 1472167/1048576 -380113/524288
cell 1472167/1048576 1482829/1048576 1
cell 1482829/1048576 1493635/1048576 1
cell 1493635/1048576 1504587/1048576 1
cell 1504587/1048576 378921/262144 -349787/524288
cell 378921/262144 1526927/1048576 -792903/1048576
cell 1526927/1048576 384579/262144 1
cell 384579/262144 1549851/1048576 1
cell 1549851/1048576 1561533/1048576 1
cell 1561533/1048576 786681/524288 -1330879/1048576
cell 786681/524288 792669/524288 -379797/1048576
cell 792669/524288 798731/524288 1029409/1048576
cell 798731/524288 1609733/1048576 -95597/1048576
cell 1609733/1048576 1622153/1048576 1
cell 1622153/1048576 1634721/1048576 1
cell 1634721/1048576 1647437/1048576 282149/1048576
cell 1647437/1048576 1660303/1048576 -772143/524288
cell 1660303/1048576 836659/524288 1
cell 836659/524288 1686483/1048576 397095/1048576
cell 1686483/1048576 1699797/1048576 -591251/1048576
cell 1699797/1048576 856631/524288 1
cell 856631/524288 1726877/1048576 -472933/1048576
cell 1726877/1048576 1740643/1048576 1
cell 1740643/1048576 27415/16384 298057/1048576
cell 27415/16384 442157/262144 -712995/1048576
cell 442157/262144 27857/16384 1
cell 27857/16384 449305/262144 -109295/524288
cell 449305/262144 1811743/1048576 -498791/1048576
cell 1811743/1048576 1826419/1048576 1
cell 1826419/1048576 57539/32768 974379/1048576
cell 57539/32768 1856229/1048576 -202167/131072
cell 1856229/1048576 467841/262144 804145/1048576
cell 467841/262144 1886651/1048576 1
cell 1886651/1048576 1902093/1048576 -664777/1048576
cell 1902093/1048576 1917689/1048576 64381/1048576
cell 1917689/1048576 966719/524288 23489/32768
cell 966719/524288 974671/524288 -159635/1048576
cell 974671/524288 1965401/1048576 1
cell 1965401/1048576 1981615/1048576 -1683013/1048576
cell 1981615/1048576 1997983/1048576 239029/262144
cell 1997983/1048576 503627/262144 -20075/1048576
cell 503627/262144 2031187/1048576 296611/524288
cell 2031187/1048576 2048023/1048576 -480697/1048576
cell 2048023/1048576 2065015/1048576 1
cell 2065015/1048576 2082163/1048576 -397789/524288
cell 2082163/1048576 524867/262144 296117/1048576
cell 524867/262144 2116929/1048576 280359/524288
cell 2116929/1048576 533637/262144 -724033/1048576
cell 533637/262144 538081/262144 1
cell 538081/262144 1085129/524288 -124105/131072
cell 1085129/524288 2188349/1048576 655213/1048576
cell 2188349/1048576 1103299/524288 421069/1048576
cell 1103299/524288 1112503/524288 -378183/1048576
cell 1112503/524288 560893/262144 -42275/65536
cell 560893/262144 2262297/1048576 806785/1048576
cell 2262297/1048576 570295/262144 -34431/65536
cell 570295/262144 2300223/1048576 1
cell 2300223/1048576 2319425/1048576 -7645/16384
cell 2319425/1048576 2338787/1048576 -400189/1048576
cell 2338787/1048576 589577/262144 687927/1048576
cell 589577/262144 1188995/524288 -494817/524288
cell 1188995/524288 2397831/1048576 114693/131072
cell 2397831/1048576 1208917/524288 -532959/524288
cell 1208917/524288 609499/262144 1
cell 609499/262144 153645/65536 -88497/131072
cell 153645/65536 2478805/1048576 -220185/1048576
cell 2478805/1048576 2499451/1048576 1
cell 2499451/1048576 2520259/1048576 -49361/32768
cell 2520259/1048576 635307/262144 86977/262144
cell 635307/262144 2562359/1048576 -122929/1048576
cell 2562359/1048576 645913/262144 50465/131072
cell 645913/262144 651277/262144 62983/262144
cell 651277/262144 1313363/524288 -482129/524288
cell 1313363/524288 2648507/1048576 -111135/524288
cell 2648507/1048576 2670451/1048576 -646425/1048576
cell 2670451/1048576 1346279/524288 1
cell 1346279/524288 2714829/1048576 -390857/1048576
cell 2714829/1048576 2737263/1048576 110211/1048576
cell 2737263/1048576 689965/262144 -1358871/1048576
cell 689965/262144 1391311/524288 -179743/1048576
cell 1391311/524288 701387/262144 108945/1048576
cell 701387/262144 1414319/524288 290403/524288
cell 1414319/524288 2851893/1048576 -126387/262144
cell 2851893/1048576 179707/65536 -46521/65536
cell 179707/65536 2898897/1048576 -48635/131072
cell 2898897/1048576 1461323/524288 -954871/1048576
cell 1461323/524288 2946561/1048576 1
cell 2946561/1048576 2970641/1048576 -167771/524288
cell 2970641/1048576 2994887/1048576 -499745/1048576
cell 2994887/1048576 3019299/1048576 -780033/524288
cell 3019299/1048576 3043877/1048576 9653/1048576
cell 3043877/1048576 3068621/1048576 -20583/65536
cell 3068621/1048576 773383/262144 -4745/16384
cell 773383/262144 3118609/1048576 -371983/1048576
cell 3118609/1048576 3143853/1048576 1
cell 3143853/1048576 198079/65536 1
cell 198079/65536 1597421/524288 1
cell 1597421/524288 805147/262144 1
cell 805147/262144 3246501/1048576 1
cell 3246501/1048576 1636291/524288 1
cell 1636291/524288 3298831/1048576 1
cell 3298831/1048576 51957/16384 -12039/8192
cell 51957/16384 3351833/1048576 -289913/1048576
cell 3351833/1048576 1689293/524288 249935/1048576
cell 1689293/524288 851377/262144 1
cell 851377/262144 3432599/1048576 -765633/1048576
cell 3432599/1048576 3459859/1048576 -125969/262144
cell 3459859/1048576 435911/131072 111497/524288
cell 435911/131072 3514887/1048576 273121/524288
cell 3514887/1048576 1771327/524288 -846749/1048576
cell 1771327/524288 111581/32768 548187/1048576
cell 111581/32768 3598699/1048576 -107201/262144
cell 3598699/1048576 3626977/1048576 28015/1048576
cell 3626977/1048576 14279/4096 305047/1048576
cell 14279/4096 1842021/524288 -360903/524288
cell 1842021/524288 1856415/524288 812603/1048576
cell 1856415/524288 3741789/1048576 -808527/1048576
cell 3741789/1048576 3770919/1048576 53081/524288
cell 3770919/1048576 950055/262144 219277/1048576
cell 950055/262144 957423/262144 -104031/524288
cell 957423/262144 482417/131072 2089/131072
cell 482417/131072 3889151/1048576 -137533/524288
cell 3889151/1048576 3919137/1048576 393453/1048576
cell 3919137/1048576 246831/65536 -448047/1048576
cell 246831/65536 1989813/524288 256357/1048576
cell 1989813/524288 4010129/1048576 -190619/524288
cell 4010129/1048576 1010201/262144 84853/262144
cell 1010201/262144 1017913/262144 -72931/131072
cell 1017913/262144 256417/65536 405183/1048576
cell 256417/65536 4133865/1048576 -56617/1048576
cell 4133865/1048576 4165231/1048576 -57635/262144
cell 4165231/1048576 2098385/524288 -16345/524288
cell 2098385/524288 2114241/524288 22637/1048576
cell 2114241/524288 266273/65536 -232547/1048576
cell 266273/65536 4292427/1048576 308425/1048576
cell 4292427/1048576 4324661/1048576 -268269/524288
cell 4324661/1048576 1089267/262144 93369/262144
cell 1089267/262144 4389649/1048576 9159/131072
cell 4389649/1048576 1105601/262144 -449587/1048576
cell 1105601/262144 2227667/524288 210261/1048576
cell 2227667/524288 2244219/524288 -61539/524288
cell 2244219/524288 4521717/1048576 112519/524288
cell 4521717/1048576 4555171/1048576 -234727/1048576
cell 4555171/1048576 17925/4096 111873/1048576
cell 17925/4096 1155651/262144 -268715/1048576
cell 1155651/262144 4656583/1048576 308201/524288
cell 4656583/1048576 2345369/524288 -304621/1048576
cell 2345369/524288 4725069/1048576 -550049/1048576
cell 4725069/1048576 4759575/1048576 365523/524288
cell 4759575/1048576 4794257/1048576 26201/131072
cell 4794257/1048576 4829115/1048576 -188333/262144
cell 4829115/1048576 4864149/1048576 15751/131072
cell 4864149/1048576 153105/32768 1
cell 153105/32768 4934747/1048576 -292685/524288
cell 4934747/1048576 4970311/1048576 -225879/524288
cell 4970311/1048576 5006051/1048576 620551/1048576
cell 5006051/1048576 5041969/1048576 985833/1048576
cell 5041969/1048576 5078063/1048576 -1467889/1048576
cell 5078063/1048576 5114335/1048576 677233/1048576
cell 5114335/1048576 80481/16384 1
cell 80481/16384 5187411/1048576 -2083/16384
cell 5187411/1048576 5224215/1048576 -48381/262144
cell 5224215/1048576 5261197/1048576 -112357/262144
cell 5261197/1048576 5298357/1048576 -15287/65536
cell 5298357/1048576 333481/65536 229455/524288
cell 333481/65536 1343303/262144 -258317/524288
cell 1343303/262144 5410907/1048576 -333765/524288
cell 5410907/1048576 1362195/262144 309049/1048576
cell 1362195/262144 342927/65536 156159/524288
cell 342927/65536 2762531/524288 -158449/262144
cell 2762531/524288 347717/65536 101139/262144
cell 347717/65536 5602061/1048576 645/262144
cell 5602061/1048576 5640829/1048576 -31529/262144
cell 5640829/1048576 177493/32768 15085/524288
cell 177493/32768 5718903/1048576 107761/1048576
cell 5718903/1048576 5758209/1048576 -106207/1048576
cell 5758209/1048576 5797695/1048576 24505/524288
cell 5797695/1048576 5837361/1048576 -38223/1048576
cell 5837361/1048576 5877207/1048576 1585/16384
cell 5877207/1048576 5917233/1048576 -81997/1048576
cell 5917233/1048576 5957439/1048576 13351/524288
cell 5957439/1048576 2998913/524288 38199/1048576
cell 2998913/524288 3019197/524288 -55285/1048576
cell 3019197/524288 3039571/524288 4807/1048576
cell 3039571/524288 6120071/1048576 55999/1048576
cell 6120071/1048576 6161181/1048576 -47247/1048576
cell 6161181/1048576 775309/131072 24871/262144
cell 775309/131072 780493/131072 -27411/262144
cell 780493/131072 3142799/524288 22549/262144
cell 3142799/524288 6327433/1048576 -2017/131072
cell 6327433/1048576 3184725/524288 61791/1048576
cell 3184725/524288 50091/8192 -66147/1048576
cell 50091/8192 6454029/1048576 34407/262144
cell 6454029/1048576 6496591/1048576 -17967/131072
cell 6496591/1048576 817417/131072 105927/1048576
cell 817417/131072 6582263/1048576 24965/1048576
cell 6582263/1048576 1656343/262144 -8189/262144
cell 1656343/262144 833583/131072 -9345/524288
cell 833583/131072 3356069/524288 70819/1048576
cell 3356069/524288 1688949/262144 -20583/1048576
cell 1688949/262144 1699909/262144 -18679/131072
cell 1699909/262144 6843659/1048576 339929/1048576
cell 6843659/1048576 6887865/1048576 -286603/1048576
cell 6887865/1048576 6932255/1048576 44531/1048576
cell 6932255/1048576 1744207/262144 154941/524288
cell 1744207/262144 7021585/1048576 -490395/1048576
cell 7021585/1048576 7066525/1048576 237353/1048576
cell 7066525/1048576 3555825/524288 224349/1048576
cell 3555825/524288 3578479/524288 -170641/262144
cell 3578479/524288 3601225/524288 614897/1048576
cell 3601225/524288 3624063/524288 -73501/262144
cell 3624063/524288 7293987/1048576 -28701/65536
cell 7293987/1048576 7 128523/262144
