# dual multiplier for the CMS Extremal Problem 2 constant C_+(A)
# m = 1 on [0,1], the cells below on [1,T], 0 past T; m even.
# C_+(A) <= sup_x |mcheck(x)|,  mcheck(x) = int e^{2 pi i x t} m(t) dt
# 300 geometric cells (p=2.2) on [1,7]; float sup on a 1e-4 grid (not a proof): 1.115094260
# certified in ARB: C_+(29.5) <= 1.11513   (certificates/cplus_dual_cert.py)
A = 29.5
T = 7
cell 2714829/1048576 2737263/1048576 -976737/1048576
cell 2737263/1048576 689965/262144 -258579/1048576
cell 689965/262144 1391311/524288 -1026845/1048576
cell 1391311/524288 701387/262144 203347/262144
cell 701387/262144 1414319/524288 -19645/131072
cell 1414319/524288 2851893/1048576 192617/1048576
cell 2851893/1048576 179707/65536 -659203/524288
cell 179707/65536 2898897/1048576 4699/1048576
cell 2898897/1048576 1461323/524288 -1135099/1048576
cell 1461323/524288 2946561/1048576 1
cell 2946561/1048576 2970641/1048576 -272957/1048576
cell 2970641/1048576 2994887/1048576 -280281/524288
cell 2994887/1048576 3019299/1048576 -371145/262144
cell 3019299/1048576 3043877/1048576 -17769/131072
cell 3043877/1048576 3068621/1048576 12785/1048576
cell 3068621/1048576 773383/262144 -197843/262144
cell 773383/262144 3118609/1048576 -29989/524288
cell 3118609/1048576 3143853/1048576 1
cell 3143853/1048576 198079/65536 1
cell 198079/65536 1597421/524288 1
cell 1597421/524288 805147/262144 1
cell 805147/262144 3246501/1048576 1
cell 3246501/1048576 1636291/524288 1
cell 1636291/524288 3298831/1048576 1
cell 3298831/1048576 51957/16384 -1723791/1048576
cell 51957/16384 3351833/1048576 -13267/131072
cell 3351833/1048576 1689293/524288 134153/524288
cell 1689293/524288 851377/262144 1
cell 851377/262144 3432599/1048576 -263289/262144
cell 3432599/1048576 3459859/1048576 -132367/1048576
cell 3459859/1048576 435911/131072 -28821/1048576
cell 435911/131072 3514887/1048576 853991/1048576
cell 3514887/1048576 1771327/524288 -263779/262144
cell 1771327/524288 111581/32768 120779/524288
cell 111581/32768 3598699/1048576 42723/524288
cell 3598699/1048576 3626977/1048576 -19299/1048576
cell 3626977/1048576 14279/4096 -165181/524288
cell 14279/4096 1842021/524288 104433/262144
cell 1842021/524288 1856415/524288 -253149/524288
cell 1856415/524288 3741789/1048576 98631/1048576
cell 3741789/1048576 3770919/1048576 5033/131072
cell 3770919/1048576 950055/262144 -225039/1048576
cell 950055/262144 957423/262144 214033/1048576
cell 957423/262144 482417/131072 -201505/1048576
cell 482417/131072 3889151/1048576 -350033/1048576
cell 3889151/1048576 3919137/1048576 191383/262144
cell 3919137/1048576 246831/65536 -843221/1048576
cell 246831/65536 1989813/524288 229685/1048576
cell 1989813/524288 4010129/1048576 561/4096
cell 4010129/1048576 1010201/262144 -265393/1048576
cell 1010201/262144 1017913/262144 -6515/65536
cell 1017913/262144 256417/65536 76395/524288
cell 256417/65536 4133865/1048576 -402253/1048576
cell 4133865/1048576 4165231/1048576 344735/524288
cell 4165231/1048576 2098385/524288 -434773/524288
cell 2098385/524288 2114241/524288 47605/262144
cell 2114241/524288 266273/65536 242079/1048576
cell 266273/65536 4292427/1048576 -50533/131072
cell 4292427/1048576 4324661/1048576 100389/524288
cell 4324661/1048576 1089267/262144 -162955/1048576
cell 1089267/262144 4389649/1048576 88207/1048576
cell 4389649/1048576 1105601/262144 -26605/262144
cell 1105601/262144 2227667/524288 -8759/262144
cell 2227667/524288 2244219/524288 -59949/524288
cell 2244219/524288 4521717/1048576 329769/1048576
cell 4521717/1048576 4555171/1048576 -152407/524288
cell 4555171/1048576 17925/4096 40429/262144
cell 17925/4096 1155651/262144 -310511/1048576
cell 1155651/262144 4656583/1048576 33731/65536
cell 4656583/1048576 2345369/524288 -72907/524288
cell 2345369/524288 4725069/1048576 -577429/1048576
cell 4725069/1048576 4759575/1048576 542819/1048576
cell 4759575/1048576 4794257/1048576 435293/1048576
cell 4794257/1048576 4829115/1048576 -804765/1048576
cell 4829115/1048576 4864149/1048576 16913/262144
cell 4864149/1048576 153105/32768 1
cell 153105/32768 4934747/1048576 -271447/524288
cell 4934747/1048576 4970311/1048576 -229781/524288
cell 4970311/1048576 5006051/1048576 286843/524288
cell 5006051/1048576 5041969/1048576 1
cell 5041969/1048576 5078063/1048576 -185051/131072
cell 5078063/1048576 5114335/1048576 673061/1048576
cell 5114335/1048576 80481/16384 1
cell 80481/16384 5187411/1048576 -78419/524288
cell 5187411/1048576 5224215/1048576 -62315/524288
cell 5224215/1048576 5261197/1048576 -8795/16384
cell 5261197/1048576 5298357/1048576 -138079/1048576
cell 5298357/1048576 333481/65536 90697/262144
cell 333481/65536 1343303/262144 -457309/1048576
cell 1343303/262144 5410907/1048576 -727757/1048576
cell 5410907/1048576 1362195/262144 52387/131072
cell 1362195/262144 342927/65536 193667/1048576
cell 342927/65536 2762531/524288 -555685/1048576
cell 2762531/524288 347717/65536 391985/1048576
cell 347717/65536 5602061/1048576 801/65536
cell 5602061/1048576 5640829/1048576 -108297/524288
cell 5640829/1048576 177493/32768 48599/262144
cell 177493/32768 5718903/1048576 -26421/524288
cell 5718903/1048576 5758209/1048576 11029/1048576
cell 5758209/1048576 5797695/1048576 -59689/1048576
cell 5797695/1048576 5837361/1048576 30415/262144
cell 5837361/1048576 5877207/1048576 -77641/1048576
cell 5877207/1048576 5917233/1048576 21325/524288
cell 5917233/1048576 5957439/1048576 -62833/1048576
cell 5957439/1048576 2998913/524288 149309/1048576
cell 2998913/524288 3019197/524288 -107527/524288
cell 3019197/524288 3039571/524288 26479/131072
cell 3039571/524288 6120071/1048576 -132749/1048576
cell 6120071/1048576 6161181/1048576 76937/1048576
cell 6161181/1048576 775309/131072 -19515/524288
cell 775309/131072 780493/131072 56555/524288
cell 780493/131072 3142799/524288 -185505/1048576
cell 3142799/524288 6327433/1048576 253931/1048576
cell 6327433/1048576 3184725/524288 -142923/1048576
cell 3184725/524288 50091/8192 33569/524288
cell 50091/8192 6454029/1048576 -995/262144
cell 6454029/1048576 6496591/1048576 18853/524288
cell 6496591/1048576 817417/131072 -50223/1048576
cell 817417/131072 6582263/1048576 111145/1048576
cell 6582263/1048576 1656343/262144 -57225/1048576
cell 1656343/262144 833583/131072 -19365/1048576
cell 833583/131072 3356069/524288 24683/524288
cell 3356069/524288 1688949/262144 14309/524288
cell 1688949/262144 1699909/262144 -188915/1048576
cell 1699909/262144 6843659/1048576 332751/1048576
cell 6843659/1048576 6887865/1048576 -220711/1048576
cell 6887865/1048576 6932255/1048576 -22295/524288
cell 6932255/1048576 1744207/262144 11371/32768
cell 1744207/262144 7021585/1048576 -499191/1048576
cell 7021585/1048576 7066525/1048576 218429/1048576
cell 7066525/1048576 3555825/524288 254707/1048576
cell 3555825/524288 3578479/524288 -695313/1048576
cell 3578479/524288 3601225/524288 300155/524288
cell 3601225/524288 3624063/524288 -142705/524288
cell 3624063/524288 7293987/1048576 -464917/1048576
cell 7293987/1048576 7 523341/1048576
