# dual multiplier for the CMS Extremal Problem 2 constant C_+(A)
# m = 1 on [0,1], the cells below on [1,T], 0 past T; m even.
# C_+(A) <= sup_x |mcheck(x)|,  mcheck(x) = int e^{2 pi i x t} m(t) dt
# 300 geometric cells (p=2.2) on [1,7]; float sup on a 1e-4 grid (not a proof): 1.116568032
# certified in ARB: C_+(25) <= 1.11661   (certificates/cplus_dual_cert.py)
A = 25
T = 7
cell 1526927/1048576 384579/262144 -199543/524288
cell 384579/262144 1549851/1048576 -638963/1048576
cell 1549851/1048576 1561533/1048576 1
cell 1561533/1048576 786681/524288 1
cell 786681/524288 792669/524288 -732835/1048576
cell 792669/524288 798731/524288 -1034593/1048576
cell 798731/524288 1609733/1048576 1
cell 1609733/1048576 1622153/1048576 1
cell 1622153/1048576 1634721/1048576 -70987/262144
cell 1634721/1048576 1647437/1048576 173577/524288
cell 1647437/1048576 1660303/1048576 1
cell 1660303/1048576 836659/524288 1709/8192
cell 836659/524288 1686483/1048576 -144427/131072
cell 1686483/1048576 1699797/1048576 1
cell 1699797/1048576 856631/524288 1
cell 856631/524288 1726877/1048576 -325799/262144
cell 1726877/1048576 1740643/1048576 132379/1048576
cell 1740643/1048576 27415/16384 1
cell 27415/16384 442157/262144 1
cell 442157/262144 27857/16384 -234785/1048576
cell 27857/16384 449305/262144 -591485/524288
cell 449305/262144 1811743/1048576 1
cell 1811743/1048576 1826419/1048576 1
cell 1826419/1048576 57539/32768 -329785/262144
cell 57539/32768 1856229/1048576 1
cell 1856229/1048576 467841/262144 581733/1048576
cell 467841/262144 1886651/1048576 -33043/32768
cell 1886651/1048576 1902093/1048576 1
cell 1902093/1048576 1917689/1048576 33105/1048576
cell 1917689/1048576 966719/524288 -26773/131072
cell 966719/524288 974671/524288 7611/32768
cell 974671/524288 1965401/1048576 1
cell 1965401/1048576 1981615/1048576 -58935/65536
cell 1981615/1048576 1997983/1048576 21503/131072
cell 1997983/1048576 503627/262144 370161/524288
cell 503627/262144 2031187/1048576 45615/131072
cell 2031187/1048576 2048023/1048576 -585477/524288
cell 2048023/1048576 2065015/1048576 1
cell 2065015/1048576 2082163/1048576 88145/1048576
cell 2082163/1048576 524867/262144 -701113/1048576
cell 524867/262144 2116929/1048576 1
cell 2116929/1048576 533637/262144 -65449/262144
cell 533637/262144 538081/262144 333803/1048576
cell 538081/262144 1085129/524288 -703275/1048576
cell 1085129/524288 2188349/1048576 45087/262144
cell 2188349/1048576 1103299/524288 1
cell 1103299/524288 1112503/524288 -170267/262144
cell 1112503/524288 560893/262144 -29981/65536
cell 560893/262144 2262297/1048576 1
cell 2262297/1048576 570295/262144 -259961/1048576
cell 570295/262144 2300223/1048576 -375445/1048576
cell 2300223/1048576 2319425/1048576 315099/1048576
cell 2319425/1048576 2338787/1048576 -581907/1048576
cell 2338787/1048576 589577/262144 1
cell 589577/262144 1188995/524288 -616167/524288
cell 1188995/524288 2397831/1048576 1
cell 2397831/1048576 1208917/524288 -567977/1048576
cell 1208917/524288 609499/262144 -283973/524288
cell 609499/262144 153645/65536 1
cell 153645/65536 2478805/1048576 -91005/131072
cell 2478805/1048576 2499451/1048576 25465/131072
cell 2499451/1048576 2520259/1048576 -255613/1048576
cell 2520259/1048576 635307/262144 -321667/524288
cell 635307/262144 2562359/1048576 1
cell 2562359/1048576 645913/262144 -226917/262144
cell 645913/262144 651277/262144 332321/524288
cell 651277/262144 1313363/524288 -1078543/1048576
cell 1313363/524288 2648507/1048576 -23201/1048576
cell 2648507/1048576 2670451/1048576 -121407/524288
cell 2670451/1048576 1346279/524288 44165/262144
cell 1346279/524288 2714829/1048576 1
cell 2714829/1048576 2737263/1048576 -875977/524288
cell 2737263/1048576 689965/262144 -16867/65536
cell 689965/262144 1391311/524288 142249/1048576
cell 1391311/524288 701387/262144 -781775/1048576
cell 701387/262144 1414319/524288 1
cell 1414319/524288 2851893/1048576 -322485/1048576
cell 2851893/1048576 179707/65536 -1124185/1048576
cell 179707/65536 2898897/1048576 -869063/1048576
cell 2898897/1048576 1461323/524288 -108309/524288
cell 1461323/524288 2946561/1048576 1
cell 2946561/1048576 2970641/1048576 13815/1048576
cell 2970641/1048576 2994887/1048576 -1377847/1048576
cell 2994887/1048576 3019299/1048576 -178123/131072
cell 3019299/1048576 3043877/1048576 615659/1048576
cell 3043877/1048576 3068621/1048576 -1267485/1048576
cell 3068621/1048576 773383/262144 1
cell 773383/262144 3118609/1048576 -1380307/1048576
cell 3118609/1048576 3143853/1048576 1
cell 3143853/1048576 198079/65536 1
cell 198079/65536 1597421/524288 1
cell 1597421/524288 805147/262144 1
cell 805147/262144 3246501/1048576 1
cell 3246501/1048576 1636291/524288 1
cell 1636291/524288 3298831/1048576 1
cell 3298831/1048576 51957/16384 -1174161/1048576
cell 51957/16384 3351833/1048576 -101631/1048576
cell 3351833/1048576 1689293/524288 -193665/524288
cell 1689293/524288 851377/262144 1
cell 851377/262144 3432599/1048576 -254533/524288
cell 3432599/1048576 3459859/1048576 -265571/1048576
cell 3459859/1048576 435911/131072 141925/524288
cell 435911/131072 3514887/1048576 -84939/1048576
cell 3514887/1048576 1771327/524288 -102571/524288
cell 1771327/524288 111581/32768 146613/1048576
cell 111581/32768 3598699/1048576 33105/1048576
cell 3598699/1048576 3626977/1048576 -158539/524288
cell 3626977/1048576 14279/4096 110851/1048576
cell 14279/4096 1842021/524288 -370871/1048576
cell 1842021/524288 1856415/524288 316013/1048576
cell 1856415/524288 3741789/1048576 199/1048576
cell 3741789/1048576 3770919/1048576 -290309/1048576
cell 3770919/1048576 950055/262144 -61241/1048576
cell 950055/262144 957423/262144 -15247/1048576
cell 957423/262144 482417/131072 65857/262144
cell 482417/131072 3889151/1048576 -145373/262144
cell 3889151/1048576 3919137/1048576 21611/65536
cell 3919137/1048576 246831/65536 -276709/1048576
cell 246831/65536 1989813/524288 77361/1048576
cell 1989813/524288 4010129/1048576 -82901/1048576
cell 4010129/1048576 1010201/262144 9113/524288
cell 1010201/262144 1017913/262144 -109903/524288
cell 1017913/262144 256417/65536 65837/524288
cell 256417/65536 4133865/1048576 -232099/1048576
cell 4133865/1048576 4165231/1048576 10441/131072
cell 4165231/1048576 2098385/524288 -109301/1048576
cell 2098385/524288 2114241/524288 15969/131072
cell 2114241/524288 266273/65536 -409041/1048576
cell 266273/65536 4292427/1048576 473133/1048576
cell 4292427/1048576 4324661/1048576 -529777/1048576
cell 4324661/1048576 1089267/262144 182961/524288
cell 1089267/262144 4389649/1048576 -369361/1048576
cell 4389649/1048576 1105601/262144 18381/131072
cell 1105601/262144 2227667/524288 15577/1048576
cell 2227667/524288 2244219/524288 -120319/1048576
cell 2244219/524288 4521717/1048576 -48585/1048576
cell 4521717/1048576 4555171/1048576 195069/1048576
cell 4555171/1048576 17925/4096 -1779/8192
cell 17925/4096 1155651/262144 -24287/1048576
cell 1155651/262144 4656583/1048576 270285/1048576
cell 4656583/1048576 2345369/524288 -176785/1048576
cell 2345369/524288 4725069/1048576 -103259/524288
cell 4725069/1048576 4759575/1048576 410989/1048576
cell 4759575/1048576 4794257/1048576 237093/1048576
cell 4794257/1048576 4829115/1048576 -50155/65536
cell 4829115/1048576 4864149/1048576 213455/524288
cell 4864149/1048576 153105/32768 506037/1048576
cell 153105/32768 4934747/1048576 -72683/1048576
cell 4934747/1048576 4970311/1048576 -196625/262144
cell 4970311/1048576 5006051/1048576 476441/524288
cell 5006051/1048576 5041969/1048576 117261/131072
cell 5041969/1048576 5078063/1048576 -902553/524288
cell 5078063/1048576 5114335/1048576 927177/1048576
cell 5114335/1048576 80481/16384 1
cell 80481/16384 5187411/1048576 -47515/524288
cell 5187411/1048576 5224215/1048576 -494195/1048576
cell 5224215/1048576 5261197/1048576 30967/524288
cell 5261197/1048576 5298357/1048576 -701039/1048576
cell 5298357/1048576 333481/65536 193247/262144
cell 333481/65536 1343303/262144 -614245/1048576
cell 1343303/262144 5410907/1048576 -65849/131072
cell 5410907/1048576 1362195/262144 -35957/524288
cell 1362195/262144 342927/65536 9215/16384
cell 342927/65536 2762531/524288 -618793/1048576
cell 2762531/524288 347717/65536 7383/32768
cell 347717/65536 5602061/1048576 11029/524288
cell 5602061/1048576 5640829/1048576 -95/16384
cell 5640829/1048576 177493/32768 -96725/1048576
cell 177493/32768 5718903/1048576 86993/1048576
cell 5718903/1048576 5758209/1048576 1585/65536
cell 5758209/1048576 5797695/1048576 -20343/1048576
cell 5797695/1048576 5837361/1048576 21199/1048576
cell 5837361/1048576 5877207/1048576 -49277/1048576
cell 5877207/1048576 5917233/1048576 118133/1048576
cell 5917233/1048576 5957439/1048576 -13461/131072
cell 5957439/1048576 2998913/524288 38057/524288
cell 2998913/524288 3019197/524288 -1385/262144
cell 3019197/524288 3039571/524288 7747/1048576
cell 3039571/524288 6120071/1048576 -25299/1048576
cell 6120071/1048576 6161181/1048576 10185/524288
cell 6161181/1048576 775309/131072 4739/524288
cell 775309/131072 780493/131072 -1735/524288
cell 780493/131072 3142799/524288 50989/1048576
cell 3142799/524288 6327433/1048576 -16299/524288
cell 6327433/1048576 3184725/524288 8659/262144
cell 3184725/524288 50091/8192 -2161/524288
cell 50091/8192 6454029/1048576 1111/32768
cell 6454029/1048576 6496591/1048576 -15789/1048576
cell 6496591/1048576 817417/131072 26101/524288
cell 817417/131072 6582263/1048576 -43485/1048576
cell 6582263/1048576 1656343/262144 17169/262144
cell 1656343/262144 833583/131072 -53871/1048576
cell 833583/131072 3356069/524288 63889/1048576
cell 3356069/524288 1688949/262144 9507/524288
cell 1688949/262144 1699909/262144 -45095/524288
cell 1699909/262144 6843659/1048576 96701/524288
cell 6843659/1048576 6887865/1048576 -793/4096
cell 6887865/1048576 6932255/1048576 39519/1048576
cell 6932255/1048576 1744207/262144 226303/1048576
cell 1744207/262144 7021585/1048576 -10839/32768
cell 7021585/1048576 7066525/1048576 61811/524288
cell 7066525/1048576 3555825/524288 66139/262144
cell 3555825/524288 3578479/524288 -734809/1048576
cell 3578479/524288 3601225/524288 336461/524288
cell 3601225/524288 3624063/524288 -267605/1048576
cell 3624063/524288 7293987/1048576 -16679/32768
cell 7293987/1048576 7 275011/524288
