# dual multiplier for the CMS Extremal Problem 2 constant C_+(A)
# m = 1 on [0,1], the cells below on [1,T], 0 past T; m even.
# C_+(A) <= sup_x |mcheck(x)|,  mcheck(x) = int e^{2 pi i x t} m(t) dt
# 300 geometric cells (p=2.2) on [1,7]; float sup on a 1e-4 grid (not a proof): 1.115503447
# certified in ARB: C_+(27.5) <= 1.11555   (certificates/cplus_dual_cert.py)
A = 27.5
T = 7
cell 1140765/1048576 572719/524288 1
cell 572719/524288 287559/262144 1
cell 287559/262144 577581/524288 -4724231/1048576
cell 577581/524288 1160215/1048576 -3554055/1048576
cell 1160215/1048576 291349/262144 1
cell 291349/262144 1170705/1048576 1
cell 1170705/1048576 1176143/1048576 1
cell 1176143/1048576 1181711/1048576 1
cell 1181711/1048576 1187409/1048576 1
cell 1187409/1048576 1193237/1048576 1
cell 1193237/1048576 299799/262144 1
cell 299799/262144 602643/524288 1
cell 602643/524288 1211509/1048576 1
cell 1211509/1048576 152233/131072 1
cell 152233/131072 38261/32768 1
cell 38261/32768 1230973/1048576 1
cell 1230973/1048576 38679/32768 1
cell 38679/32768 1244617/1048576 -4145789/1048576
cell 1244617/1048576 156455/131072 1
cell 156455/131072 1258799/1048576 1
cell 1258799/1048576 1266093/1048576 1
cell 1266093/1048576 1273523/1048576 1
cell 1273523/1048576 640545/524288 649295/1048576
cell 640545/524288 1288793/1048576 -255259/65536
cell 1288793/1048576 648317/524288 1
cell 648317/524288 1304611/1048576 1
cell 1304611/1048576 1312727/1048576 1
cell 1312727/1048576 660491/524288 -149873/1048576
cell 660491/524288 664687/524288 1
cell 664687/524288 668953/524288 1
cell 668953/524288 673289/524288 1
cell 673289/524288 1355389/1048576 1
cell 1355389/1048576 1364341/1048576 1
cell 1364341/1048576 1373433/1048576 -109109/32768
cell 1373433/1048576 691333/524288 -186467/524288
cell 691333/524288 1392041/1048576 1
cell 1392041/1048576 1401557/1048576 1
cell 1401557/1048576 1411215/1048576 1
cell 1411215/1048576 177627/131072 1
cell 177627/131072 1430959/1048576 1
cell 1430959/1048576 720523/524288 -321405/262144
cell 720523/524288 1451275/1048576 1
cell 1451275/1048576 1461649/1048576 -856439/1048576
cell 1461649/1048576 1472167/1048576 -100325/131072
cell 1472167/1048576 1482829/1048576 1
cell 1482829/1048576 1493635/1048576 1
cell 1493635/1048576 1504587/1048576 1
cell 1504587/1048576 378921/262144 1
cell 378921/262144 1526927/1048576 -1455775/1048576
cell 1526927/1048576 384579/262144 -58871/524288
cell 384579/262144 1549851/1048576 1
cell 1549851/1048576 1561533/1048576 1
cell 1561533/1048576 786681/524288 827399/1048576
cell 786681/524288 792669/524288 -2468193/1048576
cell 792669/524288 798731/524288 1
cell 798731/524288 1609733/1048576 1
cell 1609733/1048576 1622153/1048576 -84919/524288
cell 1622153/1048576 1634721/1048576 90873/131072
cell 1634721/1048576 1647437/1048576 1
cell 1647437/1048576 1660303/1048576 -944005/1048576
cell 1660303/1048576 836659/524288 -91853/1048576
cell 836659/524288 1686483/1048576 1
cell 1686483/1048576 1699797/1048576 495987/1048576
cell 1699797/1048576 856631/524288 -503803/524288
cell 856631/524288 1726877/1048576 1
cell 1726877/1048576 1740643/1048576 -435255/1048576
cell 1740643/1048576 27415/16384 354831/524288
cell 27415/16384 442157/262144 1
cell 442157/262144 27857/16384 -310571/1048576
cell 27857/16384 449305/262144 -1227371/1048576
cell 449305/262144 1811743/1048576 1
cell 1811743/1048576 1826419/1048576 235401/524288
cell 1826419/1048576 57539/32768 607725/1048576
cell 57539/32768 1856229/1048576 323067/1048576
cell 1856229/1048576 467841/262144 -341403/262144
cell 467841/262144 1886651/1048576 1
cell 1886651/1048576 1902093/1048576 758089/1048576
cell 1902093/1048576 1917689/1048576 -513221/524288
cell 1917689/1048576 966719/524288 1
cell 966719/524288 974671/524288 63047/131072
cell 974671/524288 1965401/1048576 -20201/32768
cell 1965401/1048576 1981615/1048576 95735/262144
cell 1981615/1048576 1997983/1048576 -298931/524288
cell 1997983/1048576 503627/262144 405015/524288
cell 503627/262144 2031187/1048576 -7517/524288
cell 2031187/1048576 2048023/1048576 1
cell 2048023/1048576 2065015/1048576 -220605/262144
cell 2065015/1048576 2082163/1048576 38827/1048576
cell 2082163/1048576 524867/262144 192017/1048576
cell 524867/262144 2116929/1048576 56543/262144
cell 2116929/1048576 533637/262144 62861/524288
cell 533637/262144 538081/262144 172767/524288
cell 538081/262144 1085129/524288 -573949/524288
cell 1085129/524288 2188349/1048576 1
cell 2188349/1048576 1103299/524288 1
cell 1103299/524288 1112503/524288 -166189/131072
cell 1112503/524288 560893/262144 -488473/1048576
cell 560893/262144 2262297/1048576 1
cell 2262297/1048576 570295/262144 -484455/1048576
cell 570295/262144 2300223/1048576 811465/1048576
cell 2300223/1048576 2319425/1048576 -692975/1048576
cell 2319425/1048576 2338787/1048576 82187/262144
cell 2338787/1048576 589577/262144 -46845/131072
cell 589577/262144 1188995/524288 -74483/1048576
cell 1188995/524288 2397831/1048576 309319/524288
cell 2397831/1048576 1208917/524288 -436617/524288
cell 1208917/524288 609499/262144 184677/524288
cell 609499/262144 153645/65536 1395/131072
cell 153645/65536 2478805/1048576 -294871/1048576
cell 2478805/1048576 2499451/1048576 64051/131072
cell 2499451/1048576 2520259/1048576 -688549/524288
cell 2520259/1048576 635307/262144 30243/32768
cell 635307/262144 2562359/1048576 -398671/524288
cell 2562359/1048576 645913/262144 1
cell 645913/262144 651277/262144 -176891/262144
cell 651277/262144 1313363/524288 -122359/262144
cell 1313363/524288 2648507/1048576 -173947/1048576
cell 2648507/1048576 2670451/1048576 -71927/131072
cell 2670451/1048576 1346279/524288 1
cell 1346279/524288 2714829/1048576 -172035/524288
cell 2714829/1048576 2737263/1048576 72969/524288
cell 2737263/1048576 689965/262144 -523037/262144
cell 689965/262144 1391311/524288 11477/16384
cell 1391311/524288 701387/262144 -227769/1048576
cell 701387/262144 1414319/524288 58403/65536
cell 1414319/524288 2851893/1048576 -660455/524288
cell 2851893/1048576 179707/65536 -80027/1048576
cell 179707/65536 2898897/1048576 -193875/262144
cell 2898897/1048576 1461323/524288 -184941/262144
cell 1461323/524288 2946561/1048576 1
cell 2946561/1048576 2970641/1048576 -479689/1048576
cell 2970641/1048576 2994887/1048576 -1473/8192
cell 2994887/1048576 3019299/1048576 -1864849/1048576
cell 3019299/1048576 3043877/1048576 452367/1048576
cell 3043877/1048576 3068621/1048576 -616857/524288
cell 3068621/1048576 773383/262144 344671/524288
cell 773383/262144 3118609/1048576 -860107/1048576
cell 3118609/1048576 3143853/1048576 1
cell 3143853/1048576 198079/65536 1
cell 198079/65536 1597421/524288 1
cell 1597421/524288 805147/262144 1
cell 805147/262144 3246501/1048576 1
cell 3246501/1048576 1636291/524288 1
cell 1636291/524288 3298831/1048576 1
cell 3298831/1048576 51957/16384 -605309/524288
cell 51957/16384 3351833/1048576 -606217/1048576
cell 3351833/1048576 1689293/524288 20745/524288
cell 1689293/524288 851377/262144 1
cell 851377/262144 3432599/1048576 -24321/1048576
cell 3432599/1048576 3459859/1048576 -1097153/1048576
cell 3459859/1048576 435911/131072 95073/1048576
cell 435911/131072 3514887/1048576 1
cell 3514887/1048576 1771327/524288 -1059939/1048576
cell 1771327/524288 111581/32768 207775/1048576
cell 111581/32768 3598699/1048576 68813/262144
cell 3598699/1048576 3626977/1048576 -10873/16384
cell 3626977/1048576 14279/4096 634103/1048576
cell 14279/4096 1842021/524288 -165687/262144
cell 1842021/524288 1856415/524288 66177/131072
cell 1856415/524288 3741789/1048576 -56943/131072
cell 3741789/1048576 3770919/1048576 36611/524288
cell 3770919/1048576 950055/262144 -24881/1048576
cell 950055/262144 957423/262144 -113567/1048576
cell 957423/262144 482417/131072 51997/262144
cell 482417/131072 3889151/1048576 -651855/1048576
cell 3889151/1048576 3919137/1048576 862099/1048576
cell 3919137/1048576 246831/65536 -786343/1048576
cell 246831/65536 1989813/524288 224281/1048576
cell 1989813/524288 4010129/1048576 -44669/1048576
cell 4010129/1048576 1010201/262144 -5519/262144
cell 1010201/262144 1017913/262144 -341505/1048576
cell 1017913/262144 256417/65536 117377/524288
cell 256417/65536 4133865/1048576 23397/262144
cell 4133865/1048576 4165231/1048576 -273113/524288
cell 4165231/1048576 2098385/524288 143063/524288
cell 2098385/524288 2114241/524288 17911/1048576
cell 2114241/524288 266273/65536 -385449/1048576
cell 266273/65536 4292427/1048576 17951/32768
cell 4292427/1048576 4324661/1048576 -480659/524288
cell 4324661/1048576 1089267/262144 95683/131072
cell 1089267/262144 4389649/1048576 -209897/1048576
cell 4389649/1048576 1105601/262144 -287013/1048576
cell 1105601/262144 2227667/524288 140617/1048576
cell 2227667/524288 2244219/524288 -9749/1048576
cell 2244219/524288 4521717/1048576 159/16384
cell 4521717/1048576 4555171/1048576 -7257/524288
cell 4555171/1048576 17925/4096 -127711/1048576
cell 17925/4096 1155651/262144 48293/1048576
cell 1155651/262144 4656583/1048576 190479/524288
cell 4656583/1048576 2345369/524288 -196209/524288
cell 2345369/524288 4725069/1048576 -230095/1048576
cell 4725069/1048576 4759575/1048576 648141/1048576
cell 4759575/1048576 4794257/1048576 5987/65536
cell 4794257/1048576 4829115/1048576 -866411/1048576
cell 4829115/1048576 4864149/1048576 186101/524288
cell 4864149/1048576 153105/32768 1
cell 153105/32768 4934747/1048576 -908535/1048576
cell 4934747/1048576 4970311/1048576 -91975/524288
cell 4970311/1048576 5006051/1048576 178741/262144
cell 5006051/1048576 5041969/1048576 735607/1048576
cell 5041969/1048576 5078063/1048576 -634503/524288
cell 5078063/1048576 5114335/1048576 264967/524288
cell 5114335/1048576 80481/16384 1
cell 80481/16384 5187411/1048576 22575/524288
cell 5187411/1048576 5224215/1048576 -206611/524288
cell 5224215/1048576 5261197/1048576 -67385/262144
cell 5261197/1048576 5298357/1048576 -47687/131072
cell 5298357/1048576 333481/65536 573895/1048576
cell 333481/65536 1343303/262144 -602887/1048576
cell 1343303/262144 5410907/1048576 -278347/524288
cell 5410907/1048576 1362195/262144 45857/524288
cell 1362195/262144 342927/65536 280679/524288
cell 342927/65536 2762531/524288 -685/1024
cell 2762531/524288 347717/65536 32961/131072
cell 347717/65536 5602061/1048576 186601/1048576
cell 5602061/1048576 5640829/1048576 -37477/131072
cell 5640829/1048576 177493/32768 152835/1048576
cell 177493/32768 5718903/1048576 5459/524288
cell 5718903/1048576 5758209/1048576 7799/524288
cell 5758209/1048576 5797695/1048576 -66393/1048576
cell 5797695/1048576 5837361/1048576 34343/524288
cell 5837361/1048576 5877207/1048576 -13295/524288
cell 5877207/1048576 5917233/1048576 40257/1048576
cell 5917233/1048576 5957439/1048576 -43323/1048576
cell 5957439/1048576 2998913/524288 43365/524288
cell 2998913/524288 3019197/524288 -127139/1048576
cell 3019197/524288 3039571/524288 88623/1048576
cell 3039571/524288 6120071/1048576 -12405/524288
cell 6120071/1048576 6161181/1048576 -2363/524288
cell 6161181/1048576 775309/131072 105873/1048576
cell 775309/131072 780493/131072 -136791/1048576
cell 780493/131072 3142799/524288 170891/1048576
cell 3142799/524288 6327433/1048576 -11817/131072
cell 6327433/1048576 3184725/524288 33785/524288
cell 3184725/524288 50091/8192 -52599/1048576
cell 50091/8192 6454029/1048576 151155/1048576
cell 6454029/1048576 6496591/1048576 -21617/131072
cell 6496591/1048576 817417/131072 71099/524288
cell 817417/131072 6582263/1048576 -3151/131072
cell 6582263/1048576 1656343/262144 -2605/1048576
cell 1656343/262144 833583/131072 -8433/1048576
cell 833583/131072 3356069/524288 39237/524288
cell 3356069/524288 1688949/262144 -2323/32768
cell 1688949/262144 1699909/262144 -1833/32768
cell 1699909/262144 6843659/1048576 253067/1048576
cell 6843659/1048576 6887865/1048576 -296687/1048576
cell 6887865/1048576 6932255/1048576 61761/524288
cell 6932255/1048576 1744207/262144 263573/1048576
cell 1744207/262144 7021585/1048576 -66977/131072
cell 7021585/1048576 7066525/1048576 378541/1048576
cell 7066525/1048576 3555825/524288 7813/131072
cell 3555825/524288 3578479/524288 -288063/524288
cell 3578479/524288 3601225/524288 563479/1048576
cell 3601225/524288 3624063/524288 -59901/262144
cell 3624063/524288 7293987/1048576 -516115/1048576
cell 7293987/1048576 7 534875/1048576
