# dual multiplier for the CMS Extremal Problem 2 constant C_+(A)
# m = 1 on [0,1], the cells below on [1,T], 0 past T; m even.
# C_+(A) <= sup_x |mcheck(x)|,  mcheck(x) = int e^{2 pi i x t} m(t) dt
# 300 geometric cells (p=2.2) on [1,13]; float sup on a 1e-4 grid (not a proof): 1.106964777
# certified in ARB: C_+(22.5) <= 1.10699   (certificates/cplus_dual_cert.py)
A = 22.5
T = 13
cell 764505/524288 1544691/1048576 1
cell 1544691/1048576 1560647/1048576 225523/1048576
cell 1560647/1048576 1576879/1048576 -50465/65536
cell 1576879/1048576 1593387/1048576 1
cell 1593387/1048576 1610173/1048576 652895/1048576
cell 1610173/1048576 1627237/1048576 -266987/262144
cell 1627237/1048576 411145/262144 1
cell 411145/262144 1662203/1048576 1
cell 1662203/1048576 840053/524288 -170149/131072
cell 840053/524288 849145/524288 873109/1048576
cell 849145/524288 1716757/1048576 1
cell 1716757/1048576 867753/524288 -73759/131072
cell 867753/524288 877269/524288 90965/262144
cell 877269/524288 1773855/1048576 1
cell 1773855/1048576 112091/65536 -900177/1048576
cell 112091/65536 906671/524288 262269/524288
cell 906671/524288 1833515/1048576 1
cell 1833515/1048576 1853975/1048576 -1048933/1048576
cell 1853975/1048576 937361/524288 1
cell 937361/524288 1895757/1048576 260179/1048576
cell 1895757/1048576 1917081/1048576 -775961/1048576
cell 1917081/1048576 1938695/1048576 1
cell 1938695/1048576 980299/524288 -858289/1048576
cell 980299/524288 1982793/1048576 246351/262144
cell 1982793/1048576 1002639/524288 86255/262144
cell 1002639/524288 253507/131072 -516475/1048576
cell 253507/131072 2051127/1048576 1
cell 2051127/1048576 1037245/524288 -947073/1048576
cell 1037245/524288 524537/262144 431939/524288
cell 524537/262144 530525/262144 -670601/1048576
cell 530525/262144 2146347/1048576 629905/1048576
cell 2146347/1048576 1085445/524288 -135675/524288
cell 1085445/524288 2195729/1048576 275559/524288
cell 2195729/1048576 2220865/1048576 -56083/131072
cell 2220865/1048576 2246299/1048576 700587/1048576
cell 2246299/1048576 1136015/524288 -102157/131072
cell 1136015/524288 574515/262144 90627/131072
cell 574515/262144 1162195/524288 -795247/1048576
cell 1162195/524288 2351019/1048576 888641/1048576
cell 2351019/1048576 594487/262144 -453811/524288
cell 594487/262144 2405179/1048576 372543/524288
cell 2405179/1048576 2432711/1048576 -588157/1048576
cell 2432711/1048576 19223/8192 18201/65536
cell 19223/8192 2488681/1048576 -254991/524288
cell 2488681/1048576 19665/8192 513317/1048576
cell 19665/8192 2545863/1048576 -625725/1048576
cell 2545863/1048576 1287455/524288 47033/524288
cell 1287455/524288 1302131/524288 -110609/262144
cell 1302131/524288 2633919/1048576 49753/1048576
cell 2633919/1048576 1331941/524288 -135933/524288
cell 1331941/524288 2694151/1048576 5965/1048576
cell 2694151/1048576 2724727/1048576 -440957/1048576
cell 2724727/1048576 1377805/524288 707827/1048576
cell 1377805/524288 2786801/1048576 -1279445/1048576
cell 2786801/1048576 704575/262144 -607849/1048576
cell 704575/262144 2850109/1048576 31133/262144
cell 2850109/1048576 1441113/524288 -406985/1048576
cell 1441113/524288 2914653/1048576 -212055/1048576
cell 2914653/1048576 2947391/1048576 305865/524288
cell 2947391/1048576 2980439/1048576 -242987/262144
cell 2980439/1048576 3013799/1048576 -46125/65536
cell 3013799/1048576 1523735/524288 -1501849/1048576
cell 1523735/524288 1540727/524288 62335/262144
cell 1540727/524288 1557875/524288 -306995/1048576
cell 1557875/524288 393795/131072 1
cell 393795/131072 3185283/1048576 1
cell 3185283/1048576 402565/131072 1
cell 402565/131072 407009/131072 1
cell 407009/131072 3291939/1048576 1
cell 3291939/1048576 1664061/524288 503985/524288
cell 1664061/524288 3364621/1048576 43649/524288
cell 3364621/1048576 850359/262144 -382645/524288
cell 850359/262144 429821/131072 -1069761/1048576
cell 429821/131072 3476017/1048576 -51879/262144
cell 3476017/1048576 3513785/1048576 1
cell 3513785/1048576 1775935/524288 166421/1048576
cell 1775935/524288 1795137/524288 64269/1048576
cell 1795137/524288 1814499/524288 -423089/524288
cell 1814499/524288 3668041/1048576 15823/524288
cell 3668041/1048576 926851/262144 -29015/1048576
cell 926851/262144 3747087/1048576 14089/524288
cell 3747087/1048576 3787091/1048576 11353/524288
cell 3787091/1048576 3827417/1048576 -35489/1048576
cell 3827417/1048576 120877/32768 -191753/1048576
cell 120877/32768 1954517/524288 -3783/65536
cell 1954517/524288 1975163/524288 -8157/65536
cell 1975163/524288 3991941/1048576 -33577/262144
cell 3991941/1048576 504235/131072 -67875/1048576
cell 504235/131072 2038071/524288 312045/1048576
cell 2038071/524288 4118729/1048576 -423491/1048576
cell 4118729/1048576 520205/131072 -143595/1048576
cell 520205/131072 4204877/1048576 14489/1048576
cell 4204877/1048576 4248439/1048576 72353/1048576
cell 4248439/1048576 2146163/524288 -36399/262144
cell 2146163/524288 4336541/1048576 -82471/1048576
cell 4336541/1048576 4381081/1048576 -83449/1048576
cell 4381081/1048576 4425949/1048576 39819/1048576
cell 4425949/1048576 4471145/1048576 -33005/524288
cell 4471145/1048576 1129167/262144 313/65536
cell 1129167/262144 570315/131072 -23151/524288
cell 570315/131072 1152175/262144 21959/1048576
cell 1152175/262144 2327605/524288 -16019/131072
cell 2327605/524288 146939/32768 203897/1048576
cell 146939/32768 4749217/1048576 45879/524288
cell 4749217/1048576 1199179/262144 -2797/131072
cell 1199179/262144 2422273/524288 1081/65536
cell 2422273/524288 2446353/524288 -268029/1048576
cell 2446353/524288 2470599/524288 872603/1048576
cell 2470599/524288 2495011/524288 11565/524288
cell 2495011/524288 2519589/524288 14343/262144
cell 2519589/524288 2544333/524288 -586835/1048576
cell 2544333/524288 5138487/1048576 482017/524288
cell 5138487/1048576 2594321/524288 1
cell 2594321/524288 2619565/524288 -85529/524288
cell 2619565/524288 165311/32768 -382741/262144
cell 165311/32768 5341109/1048576 1016071/1048576
cell 5341109/1048576 674075/131072 -238777/524288
cell 674075/131072 2722213/524288 -525177/524288
cell 2722213/524288 1374147/262144 -486599/1048576
cell 1374147/262144 5549085/1048576 641157/1048576
cell 5549085/1048576 5601919/1048576 707155/1048576
cell 5601919/1048576 5655089/1048576 -831865/1048576
cell 5655089/1048576 1427149/262144 -1815/16384
cell 1427149/262144 5762441/1048576 247967/1048576
cell 5762441/1048576 2908311/524288 16399/131072
cell 2908311/524288 2935571/524288 1039/1048576
cell 2935571/524288 370375/65536 -16857/131072
cell 370375/65536 5981197/1048576 9367/1048576
cell 5981197/1048576 6036733/1048576 75853/1048576
cell 6036733/1048576 95197/16384 94813/1048576
cell 95197/16384 6148823/1048576 10487/131072
cell 6148823/1048576 6205377/1048576 -129389/524288
cell 6205377/1048576 12231/2048 143361/524288
cell 12231/2048 1579877/262144 9445/1048576
cell 1579877/262144 6377085/1048576 -28129/1048576
cell 6377085/1048576 6435003/1048576 3547/65536
cell 6435003/1048576 6493263/1048576 49201/1048576
cell 6493263/1048576 6551865/1048576 39031/1048576
cell 6551865/1048576 6610809/1048576 1219/32768
cell 6610809/1048576 416881/65536 -5111/262144
cell 416881/65536 3364863/524288 71363/1048576
cell 3364863/524288 6789699/1048576 37135/524288
cell 6789699/1048576 214063/32768 -65059/524288
cell 214063/32768 6910677/1048576 18431/1048576
cell 6910677/1048576 3485841/524288 86979/1048576
cell 3485841/524288 879129/131072 41267/1048576
cell 879129/131072 7094727/1048576 -213515/524288
cell 7094727/1048576 223649/32768 27759/524288
cell 223649/32768 3609577/524288 296605/1048576
cell 3609577/524288 7281885/1048576 -267295/524288
cell 7281885/1048576 1836241/262144 -43211/65536
cell 1836241/262144 1852097/262144 1
cell 1852097/262144 233505/32768 -522279/1048576
cell 233505/32768 7536279/1048576 19205/262144
cell 7536279/1048576 7600745/1048576 332291/524288
cell 7600745/1048576 7665559/1048576 -30057/1048576
cell 7665559/1048576 3865361/524288 -7595/16384
cell 3865361/524288 974529/131072 167541/524288
cell 974529/131072 1965523/262144 67375/1048576
cell 1965523/262144 7928301/1048576 -71273/1048576
cell 7928301/1048576 7994859/1048576 -107045/1048576
cell 7994859/1048576 8061767/1048576 119221/1048576
cell 8061767/1048576 15877/2048 8569/262144
cell 15877/2048 1024579/131072 -65155/1048576
cell 1024579/131072 8264591/1048576 -69709/1048576
cell 8264591/1048576 8332901/1048576 136245/1048576
cell 8332901/1048576 8401561/1048576 -52467/524288
cell 8401561/1048576 4235287/524288 -1437/262144
cell 4235287/524288 4269969/524288 -3873/524288
cell 4269969/524288 4304827/524288 -6587/1048576
cell 4304827/524288 4339861/524288 -38725/1048576
cell 4339861/524288 136721/16384 -16539/524288
cell 136721/16384 4410459/524288 3635/131072
cell 4410459/524288 8892045/1048576 -50951/524288
cell 8892045/1048576 4481763/524288 51093/1048576
cell 4481763/524288 9035361/1048576 -10413/1048576
cell 9035361/1048576 9107551/1048576 -9047/131072
cell 9107551/1048576 4590047/524288 39255/1048576
cell 4590047/524288 72289/8192 153007/1048576
cell 72289/8192 4663123/524288 -74461/524288
cell 4663123/524288 4699927/524288 130481/1048576
cell 4699927/524288 9473819/1048576 313107/1048576
cell 9473819/1048576 9548139/1048576 -326727/1048576
cell 9548139/1048576 9622815/1048576 100719/524288
cell 9622815/1048576 1212231/131072 -123597/1048576
cell 1212231/131072 9773237/1048576 -190047/1048576
cell 9773237/1048576 1231123/131072 78111/524288
cell 1231123/131072 310159/32768 -339/32768
cell 310159/32768 10001549/1048576 -85487/1048576
cell 10001549/1048576 314949/32768 1035/32768
cell 314949/32768 10155545/1048576 1343/32768
cell 10155545/1048576 10233081/1048576 -77981/1048576
cell 10233081/1048576 161109/16384 17089/1048576
cell 161109/16384 10389229/1048576 16625/524288
cell 10389229/1048576 5233921/524288 -22711/524288
cell 5233921/524288 5273407/524288 525/32768
cell 5273407/524288 5313073/524288 7037/524288
cell 5313073/524288 5352919/524288 -5483/1048576
cell 5352919/524288 5392945/524288 1057/524288
cell 5392945/524288 10866303/1048576 14523/524288
cell 10866303/1048576 10947077/1048576 -13703/1048576
cell 10947077/1048576 2757053/262144 19693/524288
cell 2757053/262144 2777427/262144 -15285/1048576
cell 2777427/262144 5595783/524288 14623/524288
cell 5595783/524288 5636893/524288 5437/524288
cell 5636893/524288 709773/65536 -5177/131072
cell 709773/65536 714957/65536 8891/524288
cell 714957/65536 2880655/262144 -6937/262144
cell 2880655/262144 5803145/524288 -8413/131072
cell 5803145/524288 11690323/1048576 43453/1048576
cell 11690323/1048576 11774721/1048576 -29409/1048576
cell 11774721/1048576 11859481/1048576 38801/1048576
cell 11859481/1048576 5972303/524288 1111/65536
cell 5972303/524288 751881/65536 -28527/1048576
cell 751881/65536 12115949/1048576 14855/1048576
cell 12115949/1048576 1525271/131072 3583/524288
cell 1525271/131072 12288751/1048576 -9219/524288
cell 12288751/1048576 3093925/262144 22171/1048576
cell 3093925/262144 12463015/1048576 -1929/524288
cell 12463015/1048576 12550695/1048576 -2891/1048576
cell 12550695/1048576 6319371/524288 2707/262144
cell 6319371/524288 12727155/1048576 -5257/1048576
cell 12727155/1048576 6407967/524288 -287/1048576
cell 6407967/524288 12905081/1048576 1099/262144
cell 12905081/1048576 6497297/524288 -3429/524288
cell 6497297/524288 13084475/1048576 831/1048576
cell 13084475/1048576 13174723/1048576 -6589/1048576
cell 13174723/1048576 13265339/1048576 -499/262144
cell 13265339/1048576 3339081/262144 -4767/524288
cell 3339081/262144 3361919/262144 8403/1048576
cell 3361919/262144 6769699/524288 -11/8192
cell 6769699/524288 13 3383/524288
